zipcode,bldgno1,street1,stsufx1,bldno2,street2,stsufx2,city,county,status1,status2,status3,block,lot,boro
11204,1683 TO 1685,53RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,J-51,NA,5472,45,3
11204,1802,53RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5480,8,3
11204,1600,55TH,ST,5507,16TH,AVE,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5489,6,3
11204,1644,55TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5489,25,3
11204,1783,57TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5493,45,3
11204,1683,58TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5497,51,3
11204,2039,58TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,5500,64,3
11204,1831,60TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5512,64,3
11204,1853,60TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,5512,53,3
11204,1865,60TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,5512,49,3
11204,1917,60TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,5513,70,3
11204,2040 TO 2042,62ND,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5535,23,3
11204,1739,63RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5532,62,3
11204,1744,63RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5539,33,3
11204,1748,63RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5539,34,3
11204,1756,63RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5539,37,3
11204,1778,63RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5539,44,3
11204,2401,63RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6560,1,3
11204,2402,63RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6561,7,3
11204,2430,63RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6561,19,3
11204,1832,64TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5547,18,3
11204,1983,64TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5541,49,3
11204,2112,64TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5550,12,3
11204,2202,64TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6553,6,3
11204,2219,64TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6552,70,3
11204,2225,64TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6552,68,3
11204,2263 TO 2271,64TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6552,49,3
11204,2270,64TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6553,35,3
11204,2420,64TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,NA,6562,13,3
11204,2422,64TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6562,14,3
11204,2426,64TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6562,17,3
11204,2453,64TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,NA,6561,30,3
11204,1601,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5545,1,3
11204,1641,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5545,68,3
11204,1653,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5545,59,3
11204,1681,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5545,53,3
11204,1693,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5545,47,3
11204,1713,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5546,79,3
11204,1762 TO 1764,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5553,33,3
11204,1941,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5548,62,3
11204,1947,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5548,59,3
11204,1961,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5548,53,3
11204,1967,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5548,50,3
11204,1980,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5555,35,3
11204,2301 TO 2307,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6559,1,3
11204,2309,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6559,74,3
11204,2315,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6559,72,3
11204,2321,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6559,70,3
11204,2325,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6559,68,3
11204,2402,65TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6604,1,3
11204,1602,66TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5559,12,3
11204,1606,66TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,NA,5559,14,3
11204,1608,66TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5559,15,3
11204,1612,66TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5559,16,3
11204,1714,66TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5560,17,3
11204,1726,66TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5560,23,3
11204,1773,66TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5553,50,3
11204,1964,66TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5562,33,3
11204,1719,67TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5560,82,3
11204,1729,67TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5560,73,3
11204,1767,67TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5560,60,3
11204,1852 TO 1854,67TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING B,NA,NA,5569,28,3
11204,1938 TO 1942,67TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5570,22,3
11204,2012,68TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5579,12,3
11204,2171,68TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),5572,42,3
11204,2013 TO 2015,69TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5579,71,3
11204,2032,69TH,ST,2032,BAY RIDGE,AVE,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6163,17,3
11204,1946 TO 1948,70TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6173,25,3
11204,1953 TO 1971,70TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6162,49,3
11204,1973,70TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6162,43,3
11204,2017,70TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6163,71,3
11204,2070,71ST,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6185,35,3
11204,2150 TO 2152,71ST,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6186,27,3
11204,1778,72ND,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6193,39,3
11204,1710 TO 1722,73RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6204,1,3
11204,1722,73RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6204,1,3
11204,1723,73RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6193,75,3
11204,1725,73RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6193,74,3
11204,1728,73RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING B,NA,NA,6204,18,3
11204,1729,73RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6193,72,3
11204,2040,73RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING B,NA,NA,6207,21,3
11204,2044,73RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6207,23,3
11204,2058,73RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6207,29,3
11204,2062,73RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6207,31,3
11204,2066,73RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6207,33,3
11204,1620 TO 1628,74TH,ST,7401,NEW UTRECHT,AVE,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6214,34,3
11204,1709,74TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6204,1,3
11204,1709 TO 1721,74TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6204,1,3
11204,2102 TO 2104,74TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6219,6,3
11204,2106 TO 2108,74TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6219,8,3
11204,2110,74TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6219,9,3
11204,1770,75TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6226,35,3
11204,1901,75TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6217,1,3
11204,1907,75TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6217,71,3
11204,1913,75TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6217,69,3
11204,1918,75TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6228,13,3
11204,1919,75TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,ROOMING HOUSE,NA,6217,67,3
11204,1932,75TH,ST,1932,BAY RIDGE,PKWY,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6228,18,3
11204,1936,75TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6228,19,3
11204,57 TO 67,AVENUE O,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,6576,48,3
11204,69 TO 79,AVENUE O,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6576,43,3
11204,151,AVENUE O,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6579,41,3
11204,80,AVENUE P,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,6619,1,3
11204,100,AVENUE P,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6620,1,3
11204,105,AVENUE P,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6596,50,3
11204,106,AVENUE P,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6621,1,3
11204,130,AVENUE P,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6622,1,3
11204,135,AVENUE P,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6597,45,3
11204,154,AVENUE P,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6623,1,3
11204,161,AVENUE P,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING B,NA,NA,6598,50,3
11204,209,AVENUE P,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6600,45,3
11204,273,AVENUE P,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6603,50,3
11204,298,AVENUE P,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6629,1,3
11204,357,AVENUE P,NA,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6606,21,3
11204,6201,BAY,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6551,6,3
11204,6220,BAY,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5536,42,3
11204,6301,BAY,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6552,8,3
11204,6309,BAY,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING B,NA,NA,6552,1,3
11204,6601,BAY,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING B,GARDEN COMPLEX,NA,6577,9,3
11204,6801 TO 6815,BAY,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6575,7,3
11204,7000,BAY,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,6175,36,3
11204,7101,BAY,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6595,5,3
11204,7201,BAY,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6595,1,3
11204,7402,BAY,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6219,29,3
11204,1620,BAY RIDGE,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6159,12,3
11204,1782,BAY RIDGE,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6226,38,3
11204,1801,BAY RIDGE,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5577,1,3
11204,1822,BAY RIDGE,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6161,15,3
11204,1827,BAY RIDGE,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6216,64,3
11204,1905,BAY RIDGE,PKWY,1905,75TH,ST,BROOKLYN,61,MULTIPLE DWELLING B,NA,NA,6217,72,3
11204,1906,BAY RIDGE,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6228,9,3
11204,1908,BAY RIDGE,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING B,NA,NA,6228,10,3
11204,1911,BAY RIDGE,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6217,70,3
11204,1912,BAY RIDGE,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6228,11,3
11204,1917,BAY RIDGE,PKWY,1917,75TH,ST,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6217,68,3
11204,1924,BAY RIDGE,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,ROOMING HOUSE,NA,6228,15,3
11204,1926,BAY RIDGE,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6228,16,3
11204,1930,BAY RIDGE,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING B,GARDEN COMPLEX,NA,6228,17,3
11204,1938,BAY RIDGE,PKWY,1938,75TH,ST,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6228,21,3
11204,1940,BAY RIDGE,PKWY,1940,75TH,ST,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6228,23,3
11204,1950,BAY RIDGE,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6228,26,3
11204,1965,BAY RIDGE,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,5578,48,3
11204,2014,BAY RIDGE,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6163,12,3
11204,2022,BAY RIDGE,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING B,NA,NA,6163,14,3
11204,2024,BAY RIDGE,AVE,2024,69TH,ST,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6163,15,3
11204,2028,BAY RIDGE,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6163,16,3
11204,2046,BAY RIDGE,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6163,25,3
11204,2050,BAY RIDGE,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6163,26,3
11204,2067,BAY RIDGE,PKWY,2067,75TH,ST,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6218,48,3
11204,2078,BAY RIDGE,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6229,37,3
11204,2101,BAY RIDGE,PKWY,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6219,1,3
11204,2178,BAY RIDGE,AVE,6902,BAY,PKWY,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6164,38,3
11204,1479,DAHILL,RD,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6582,68,3
11204,1529,DAHILL,RD,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6607,66,3
11204,1545,DAHILL,RD,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6607,61,3
11204,1552,DAHILL,RD,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6562,7502,3
11204,1556 TO 1560,DAHILL,RD,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,NA,6562,41,3
11204,1547,W 10TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6597,71,3
11204,1560,W 10TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6596,31,3
11204,1564,W 10TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6596,33,3
11204,1568,W 10TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6596,34,3
11204,1579 TO 1599,W 10TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6597,52,3
11204,1514,W 11TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6595,14,3
11204,1525,W 11TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6596,82,3
11204,1515,W 1ST,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6606,1,3
11204,1543,W 1ST,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6606,7501,3
11204,1518,W 3RD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6603,14,3
11204,1402 TO 1410,W 4TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,6580,8,3
11204,1411 TO 1433,W 4TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6581,1,3
11204,1518,W 4TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6602,14,3
11204,1522,W 4TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6602,15,3
11204,1587,W 4TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6603,56,3
11204,1414 TO 1422,W 5TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6579,18,3
11204,1432,W 5TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6579,25,3
11204,1502,W 5TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6601,8,3
11204,1514,W 5TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6601,12,3
11204,1516,W 5TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6601,13,3
11204,1313,W 6TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6579,1,3
11204,1367,W 6TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6579,66,3
11204,1378 TO 1390,W 6TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6578,41,3
11204,1501,W 6TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6601,1,3
11204,1561 TO 1563,W 6TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6601,66,3
11204,1335 TO 1345,W 7TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6578,91,3
11204,1362,W 7TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6577,30,3
11204,1365,W 7TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6578,79,3
11204,1533 TO 1535,W 7TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6600,78,3
11204,1543,W 7TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6600,73,3
11204,1563 TO 1565,W 7TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6600,65,3
11204,1407,W 8TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6577,93,3
11204,1436,W 8TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6576,22,3
11204,1446,W 8TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING B,NA,NA,6576,26,3
11204,1590,W 8TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6598,42,3
11204,1528,W 9TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,6597,18,3
11204,1535,W 9TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,NA,6598,78,3
11204,1539,W 9TH,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,NA,6598,76,3
11205,2,ADELPHI,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,2031,33,3
11205,21,ADELPHI,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,2032,14,3
11205,23,ADELPHI,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,2032,13,3
11205,88 TO 90,ADELPHI,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,2044,58,3
11205,96,ADELPHI,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),2044,62,3
11205,104,ADELPHI,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,2044,64,3
11205,110,ADELPHI,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,2044,69,3
11205,156 TO 158,ADELPHI,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,2073,33,3
11205,160 TO 162,ADELPHI,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,2073,35,3
11205,250,ADELPHI,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,2090,59,3
11205,257,ADELPHI,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,2091,1,3
11205,299 TO 305,ADELPHI,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,2104,8,3
11205,731,BEDFORD,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (16),NA,1715,30,3
11205,753 TO 755,BEDFORD,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (16),NA,1715,19,3
11205,765,BEDFORD,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (16),NA,1715,14,3
11205,808,BEDFORD,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,1886,7503,3
11205,825,BEDFORD,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,1734,58,3
11205,836,BEDFORD,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),1900,43,3
11205,840 TO 842,BEDFORD,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),1900,7506,3
11205,898 TO 900,BEDFORD,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,1914,7505,3
11205,957,BEDFORD,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,1762,6,3
11205,1020,BEDFORD,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,1942,37,3
11205,1022,BEDFORD,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,1942,38,3
11205,89,CARLTON,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,ARTICLE 11,NA,2044,24,3
11205,115,CARLTON,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,2044,12,3
11205,119,CARLTON,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (16),NA,2044,10,3
