zipcode,bldgno1,street1,stsufx1,bldno2,street2,stsufx2,city,county,status1,status2,status3,block,lot,boro
11201,436,ALBEE,SQ,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,146,48,3
11201,131,AMITY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,291,45,3
11201,141,AMITY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,291,40,3
11201,145,AMITY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,291,38,3
11201,147,AMITY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,291,37,3
11201,153,AMITY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING B,ROOMING HOUSE,NA,291,34,3
11201,155,AMITY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,291,33,3
11201,174,AMITY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,297,15,3
11201,176,AMITY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,297,16,3
11201,177,AMITY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,292,49,3
11201,181,AMITY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,292,47,3
11201,184,AMITY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,297,19,3
11201,186,AMITY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,297,19,3
11201,188,AMITY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,297,19,3
11201,122,ASHLAND,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,2061,40,3
11201,85,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,274,16,3
11201,88,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,284,13,3
11201,90,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,284,15,3
11201,93,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,274,13,3
11201,94 TO 106,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,J-51,NA,284,17,3
11201,99,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,274,11,3
11201,120 TO 122,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,285,10,3
11201,148,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,285,23,3
11201,154,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,285,26,3
11201,164 TO 168,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,286,8,3
11201,182 TO 200,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,286,7505,3
11201,189 TO 191,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,276,7,3
11201,224,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,278,26,3
11201,304 TO 306,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,182,7,3
11201,307,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,176,49,3
11201,325 TO 327,ATLANTIC,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,176,41,3
11201,96,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,309,13,3
11201,98,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,309,14,3
11201,108,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,309,19,3
11201,110,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,309,20,3
11201,129 TO 135,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,305,1,3
11201,134 TO 138,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,310,3,3
11201,203,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,306,29,3
11201,307,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,396,7504,3
11201,311,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,396,53,3
11201,319,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,396,51,3
11201,362,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,403,23,3
11201,368,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING B,NA,NA,403,28,3
11201,370,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,403,29,3
11201,372,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,403,30,3
11201,375,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,397,7505,3
11201,377,BALTIC,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,421-A (1-15),397,7504,3
11201,57 TO 59,BERGEN,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,193,35,3
11201,65 TO 67,BERGEN,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,193,31,3
11201,95,BERGEN,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,194,61,3
11201,97,BERGEN,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,194,60,3
11201,101,BERGEN,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,194,58,3
11201,105,BERGEN,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,194,56,3
11201,105,BOERUM,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,187,5,3
11201,107,BOERUM,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,187,4,3
11201,33,BOND,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,166,7502,3
11201,388,BRIDGE,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,152,7501,3
11201,15,BRIDGE PARK,DR,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,NA,245,25,3
11201,12 TO 14,CLARK,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,234,43,3
11201,32 TO 40,CLARK,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,235,42,3
11201,35,CLARK,ST,116 TO 122,HICKS,ST,BROOKLYN,61,MULTIPLE DWELLING A,EVICT COOP/CONDO,NA,230,17,3
11201,50,CLARK,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,236,101,3
11201,52 TO 58,CLARK,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,NA,236,103,3
11201,60,CLARK,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,236,107,3
11201,62,CLARK,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,236,108,3
11201,64,CLARK,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,236,109,3
11201,66,CLARK,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,236,110,3
11201,70,CLARK,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,236,112,3
11201,40,CLINTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,238,65,3
11201,67 TO 85,CLINTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,250,7501,3
11201,156,CLINTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,267,31,3
11201,172,CLINTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,267,39,3
11201,173,CLINTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,276,21,3
11201,186 TO 202,CLINTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,275,1,3
11201,203,CLINTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,292,7,3
11201,211,CLINTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,292,2,3
11201,212,CLINTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,285,29,3
11201,231,CLINTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,297,3,3
11201,265,CLINTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,307,6,3
11201,302,CLINTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,311,27,3
11201,8 TO 12,COLUMBIA,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,258,17,3
11201,15,COLUMBIA,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,259,22,3
11201,17,COLUMBIA,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,259,21,3
11201,19,COLUMBIA,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,259,19,3
11201,20,COLUMBIA,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,258,17,3
11201,28 TO 34,COLUMBIA,PL,34,JORALEMON,ST,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,258,17,3
11201,38,COLUMBIA,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,258,46,3
11201,40,COLUMBIA,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,258,47,3
11201,42,COLUMBIA,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,258,48,3
11201,44,COLUMBIA,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,258,48,3
11201,115,COLUMBIA,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,NA,309,1,3
11201,141,COLUMBIA,HTS,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,234,37,3
11201,146,COLUMBIA,HTS,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,208,216,3
11201,147,COLUMBIA,HTS,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,234,35,3
11201,150,COLUMBIA,HTS,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,208,203,3
11201,161,COLUMBIA,HTS,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,234,29,3
11201,173,COLUMBIA,HTS,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,234,23,3
11201,187,COLUMBIA,HTS,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,234,15,3
11201,210,COLUMBIA,HTS,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,208,308,3
11201,109,CONGRESS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,295,40,3
11201,167,CONGRESS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,296,37,3
11201,175,CONGRESS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,296,33,3
11201,177,CONGRESS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,296,32,3
11201,183,CONGRESS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,296,29,3
11201,198 TO 228,CONGRESS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,302,9,3
11201,223,CONGRESS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,297,33,3
11201,54 TO 56,COURT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,NA,265,50,3
11201,125,COURT,ST,211 TO 235,ATLANTIC,AVE,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,277,7501,3
11201,145 TO 147,COURT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,278,15,3
11201,155,COURT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,279,21,3
11201,156,COURT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,292,32,3
11201,157,COURT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,279,20,3
11201,171,COURT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,280,22,3
11201,191,COURT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,384,7,3
11201,194,COURT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,302,37,3
11201,196,COURT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,302,39,3
11201,198,COURT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,302,40,3
11201,200,COURT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,302,41,3
11201,213,COURT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,390,5,3
11201,240,COURT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,312,32,3
11201,15,CRANBERRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,COOP/CONDO PLAN FILE,NA,214,23,3
11201,66,CRANBERRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,221,17,3
11201,80,CRANBERRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,221,20,3
11201,2 TO 4,DEAN,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,280,23,3
11201,16,DEAN,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,280,27,3
11201,128,DEAN,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,194,33,3
11201,7,DEKALB,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,149,7501,3
11201,74 TO 82,DEKALB,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,2094,10,3
11201,43,DUFFIELD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,NA,121,15,3
11201,49,DUFFIELD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,121,12,3
11201,237 TO 243,DUFFIELD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,146,7,3
11201,81,FLEET,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,2061,110,3
11201,86,FLEET,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,2061,7501,3
11201,126,FRONT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,53,9,3
11201,177 TO 183,FRONT,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,41,42,3
11201,195 TO 215,FRONT,ST,206 TO 220,WATER,ST,BROOKLYN,61,MULTIPLE DWELLING A,J-51,NA,41,17,3
11201,8,GARDEN,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,261,30,3
11201,44,GARDEN,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,261,48,3
11201,49,GARDEN,PL,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,262,8,3
11201,89 TO 107,GOLD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,J-51,NA,56,3,3
11201,109,GOLD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,56,2,3
11201,235 TO 263,GOLD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,122,13,3
11201,277,GOLD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,122,5,3
11201,309,GOLD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,134,1,3
11201,329 TO 345,GOLD,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,2049,2,3
11201,2 TO 30,GRACE,CT,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,252,8,3
11201,19 TO 21,GRACE,CT,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,251,55,3
11201,46,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING B,NA,NA,216,31,3
11201,62,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING B,NA,NA,221,27,3
11201,84,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,226,28,3
11201,92 TO 106,HENRY,ST,51,CLARK,ST,BROOKLYN,61,MULTIPLE DWELLING B,NA,NA,231,1,3
11201,114 TO 116,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,236,116,3
11201,115,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,NA,237,37,3
11201,117,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,237,36,3
11201,121,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,237,34,3
11201,133,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,237,29,3
11201,140,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,236,129,3
11201,142,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,236,130,3
11201,144,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,236,131,3
11201,145,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,237,20,3
11201,152,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,ROOMING HOUSE,NA,236,135,3
11201,236,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,253,1,3
11201,248,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,262,38,3
11201,252,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,262,40,3
11201,256,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,262,42,3
11201,268,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,262,48,3
11201,269,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,263,22,3
11201,272,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,262,50,3
11201,277,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,263,19,3
11201,296,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,274,42,3
11201,305,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,275,27,3
11201,316,HENRY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,284,25,3
11201,30,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,210,10,3
11201,42,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,210,16,3
11201,43,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,216,9,3
11201,44,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,210,17,3
11201,47,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,216,6,3
11201,85,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,226,7,3
11201,89,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,NA,226,4,3
11201,93,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,226,3,3
11201,104,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,230,11,3
11201,106,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,230,12,3
11201,111,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,231,19,3
11201,136,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,235,46,3
11201,150,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,235,56,3
11201,158,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,235,61,3
11201,167,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,236,82,3
11201,168,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,235,66,3
11201,195,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,242,18,3
11201,205,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,242,7501,3
11201,222,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,NA,247,1,3
11201,260,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,252,37,3
11201,317,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,NA,274,25,3
11201,414,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,304,7501,3
11201,417 TO 431,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,305,1,3
11201,428,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,309,22,3
11201,439 TO 445,HICKS,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,310,3,3
11201,35 TO 51,HOYT,ST,210,LIVINGSTON,ST,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,165,1,3
11201,91,HUDSON,AVE,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,44,14,3
11201,57,JAY,ST,178,WATER,ST,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,41,7,3
11201,365,JAY,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,GARDEN COMPLEX,ARTICLES 14 & 15,147,2,3
11201,20 TO 28,JORALEMON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,258,17,3
11201,32,JORALEMON,ST,2-6,COLUMBIA,PL,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,258,17,3
11201,57,JORALEMON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,252,47,3
11201,80,JORALEMON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,261,23,3
11201,87,JORALEMON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,253,14,3
11201,99,JORALEMON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,253,7,3
11201,103,JORALEMON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,253,6,3
11201,109,JORALEMON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,253,3,3
11201,129,JORALEMON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,254,15,3
11201,130,JORALEMON,ST,1 TO 9,SIDNEY,PL,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,264,9,3
11201,131,JORALEMON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,254,13,3
11201,136,JORALEMON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,264,12,3
11201,138,JORALEMON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,264,13,3
11201,139,JORALEMON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,254,10,3
11201,141,JORALEMON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,254,6,3
11201,107 TO 117,LAWRENCE,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,421-A (1-15),NA,148,1,3
11201,144,LAWRENCE,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,151,34,3
11201,146 TO 148,LAWRENCE,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,151,35,3
11201,34,LIVINGSTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,268,29,3
11201,48,LIVINGSTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,268,36,3
11201,59,LIVINGSTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NA,NA,265,6,3
11201,85,LIVINGSTON,ST,NA,NA,NA,BROOKLYN,61,MULTIPLE DWELLING A,NON-EVICT COOP/CONDO,NA,266,12,3
